name,name:ka,name:en,name:ru
სერგი ჭილაიას I ჩიხი,სერგი ჭილაიას I ჩიხი,Sergi Chilaia 1st Dead End,1-й тупик Серги Чилаия
სერგი ჭილაიას ქუჩა,სერგი ჭილაიას ქუჩა,Sergi Chilaia Street,улица Серги Чилаия
სერგი ჯიქიას I გასასვლელი,სერგი ჯიქიას I გასასვლელი,Sergi Jikia 1st Exit,1-й съезд Серги Джикия
სერგი ჯიქიას II გასასვლელი,სერგი ჯიქიას II გასასვლელი,Sergi Jikia 2nd Exit,2-й съезд Серги Джикия
სერგი ჯიქიას III გასასვლელი,სერგი ჯიქიას III გასასვლელი,Sergi Jikia 3rd Exit,3-й съезд Серги Джикия
სერგი ჯიქიას ქუჩა,სერგი ჯიქიას ქუჩა,Sergi Jikia Street,улица Серги Джикия
სერგო გუჯეჯიანის I შესახვევი,სერგო გუჯეჯიანის I შესახვევი,Sergo Gujejiani 1st Lane,1-й переулок Серго Гуджеджиани
სერგო გუჯეჯიანის I ჩიხი,სერგო გუჯეჯიანის I ჩიხი,Sergo Gujejiani 1st Dead End,1-й тупик Серго Гуджеджиани
სერგო გუჯეჯიანის ქუჩა,სერგო გუჯეჯიანის ქუჩა,Sergo Gujejiani Street,улица Серго Гуджеджиани
სერგო დადვანის I შესახვევი,სერგო დადვანის I შესახვევი,Sergo Dadvani 1st Lane,1-й переулок Серго Давидиани
სერგო დადვანის ქუჩა,სერგო დადვანის ქუჩა,Sergo Dadvani Street,улица Серго Дадвани
სერგო ზაქარიაძის ქუჩა,სერგო ზაქარიაძის ქუჩა,Sergo Zakariadze Street,улица Серго Закариадзе
სერგო მელიას ქუჩა,სერგო მელიას ქუჩა,Sergo Melia Street,улица Серго Мелия
სერგო მესხის ქუჩა,სერგო მესხის ქუჩა,Sergo Meskhi Street,улица Серго Месхи
სერგო ფარაჯანოვის ქუჩა,სერგო ფარაჯანოვის ქუჩა,Sergei Parajanov Street,улица Сергея Параджанова
სერგო ქობულაძის ქუჩა,სერგო ქობულაძის ქუჩა,Sergo Kobuladze Street,улица Серго Кобуладзе
სერგო ქსოვრელის I გასასვლელი,სერგო ქსოვრელის I გასასვლელი,Sergo Ksovreli 1st Exit,1-й съезд Серго Ксоврели
სერგო ქსოვრელის I ჩიხი,სერგო ქსოვრელის I ჩიხი,Sergo Ksovreli 1st Dead End,1-й тупик Серго Ксоврели
სერგო ქსოვრელის II გასასვლელი,სერგო ქსოვრელის II გასასვლელი,Sergo Ksovreli 2nd Exit,2-й съезд Серго Ксоврели
სერგო ქსოვრელის II ჩიხი,სერგო ქსოვრელის II ჩიხი,Sergo Ksovreli 2nd Dead End,2-й тупик Серго Ксоврели
სერგო ქსოვრელის ქუჩა,სერგო ქსოვრელის ქუჩა,Sergo Ksovreli Street,улица Серго Ксоврели
სერგო ცაიშვილის ქუჩა,სერგო ცაიშვილის ქუჩა,Sergo Tsaishvili Street,улица Серго Цаишвили
სერგო ჯორბენაძის ქუჩა,სერგო ჯორბენაძის ქუჩა,Sergo Jorbenadze Street,улица Сергея Джорбенадзе
სერგო ჯორბენაძის შესახვევი,სერგო ჯორბენაძის შესახვევი,Sergo Jorbenadze Lane,переулок Сергея Джорбенадзе
სესილია თაყაიშვილის ქუჩა,სესილია თაყაიშვილის ქუჩა,Sesilia Takaishvili Street,улица Сесилии Такаишвили
სვანეთის I შესახვევი,სვანეთის I შესახვევი,Svaneti 1st Lane,1-й переулок Сванети
სვანეთის II შესახვევი,სვანეთის II შესახვევი,Svaneti 2nd Lane,2-й переулок Сванети
სვანეთის ქუჩა,სვანეთის ქუჩა,Svaneti Street,улица Сванети
სვანეთისხევის ქუჩა,სვანეთისხევის ქუჩა,Svanetiskhevi Street,улица Сванетисхеви
სვერის I ჩიხი,სვერის I ჩიხი,Sveri 1st Dead End,1-й тупик Свери
სვერის ქუჩა,სვერის ქუჩა,Sveri Street,улица Свери
სვეტიცხოველის II ჩიხი,სვეტიცხოველის II ჩიხი,Svetitskhoveli 2nd Dead End,2-й тупик Светицховели
სვეტიცხოველის III ჩიხი,სვეტიცხოველის III ჩიხი,Svetitskhoveli 3rd Dead End,3-й тупик Светицховели
სვეტიცხოველის ქუჩა,სვეტიცხოველის ქუჩა,Svetitskhoveli Street,улица Светицховели
სვიმეონ შოთაძის I შესახვევი,სვიმეონ შოთაძის I შესახვევი,Svimeon Shotadze 1st Lane,1-й переулок Свимеона Шотадзе
სვიმეონ შოთაძის II შესახვევი,სვიმეონ შოთაძის II შესახვევი,Svimeon Shotadze 2nd Lane,2-й переулок Свимеона Шотадзе
სვიმეონ შოთაძის ქუჩა,სვიმეონ შოთაძის ქუჩა,Svimeon Shotadze Street,улица Свимеона Шотадзе
სვიმონ კანანელის I შესახვევი,სვიმონ კანანელის I შესახვევი,Svimon Kananeli 1st Lane,1-й переулок Свимона Кананели
სვიმონ კანანელის I ჩიხი,სვიმონ კანანელის I ჩიხი,Svimon Kananeli 1st Dead End,1-й тупик Свимона Кананели
სვიმონ კანანელის II ჩიხი,სვიმონ კანანელის II ჩიხი,Svimon Kananeli 2nd Dead End,2-й тупик Свимона Кананели
სვიმონ კანანელის ქუჩა,სვიმონ კანანელის ქუჩა,Svimon Kananeli Street,улица Свимона Кананели
სვიმონ კლდიაშვილის I შესახვევი,სვიმონ კლდიაშვილის I შესახვევი,Svimon Kldiashvili 1st Lane,1-й переулок Свимона Клдиашвили
სვიმონ კლდიაშვილის I ჩიხი,სვიმონ კლდიაშვილის I ჩიხი,Svimon Kldiashvili 1st Dead End,1-й тупик Свимона Клдиашвили
სვიმონ კლდიაშვილის II შესახვევი,სვიმონ კლდიაშვილის II შესახვევი,Svimon Kldiashvili 2nd Lane,2-й переулок Свимона Клдиашвили
სვიმონ კლდიაშვილის III შესახვევი,სვიმონ კლდიაშვილის III შესახვევი,Svimon Kldiashvili 3rd Lane,3-й переулок Свимона Клдиашвили
სვიმონ კლდიაშვილის IV შესახვევი,სვიმონ კლდიაშვილის IV შესახვევი,Svimon Kldiashvili 4th Lane,4-й переулок Свимона Клдиашвили
სვიმონ კლდიაშვილის ქუჩა,სვიმონ კლდიაშვილის ქუჩა,Svimon Kldiashvili Street,улица Свимона Клдиашвили
სვირის ქუჩა,სვირის ქუჩა,Sviri Street,улица Свири
სიკო დოლიძის ქუჩა,სიკო დოლიძის ქუჩა,Siko Dolidze Street,улица Сико Долидзе
სილამაზის ხიდი,სილამაზის ხიდი,Salamazi Bridge,мост Саламази
სიმონ I-ის ქუჩა,სიმონ I-ის ქუჩა,Simon Pirveli Street,улица Симон Пирвели
სიმონ ავალიანის I შესახვევი,სიმონ ავალიანის I შესახვევი,Simon Avaliani 1st Lane,1-й переулок Симона Авалиани
სიმონ ავალიანის ქუჩა,სიმონ ავალიანის ქუჩა,Simon Avaliani Street,улица Симона Авалиани
სიმონ და თინა ყაუხჩიშვილების ქუჩა,სიმონ და თინა ყაუხჩიშვილების ქუჩა,Simon and Tina Qaukhchishvili Street,улица Симона и Тины Каухчишвили
სიმონ კანდელაკის ქუჩა,სიმონ კანდელაკის ქუჩა,Simon Kandelaki Street,улица Симона Канделаки
სიმონ მდივანის ქუჩა,სიმონ მდივანის ქუჩა,Simon Mdivani Street,улица Симона Мдивани
სიმონ სხირტლაძის ქუჩა,სიმონ სხირტლაძის ქუჩა,Simon Skhirtladze Street,улица Симона Схиртладзе
სიმონ ჩიქოვანის I შესახვევი,სიმონ ჩიქოვანის I შესახვევი,Simon Chikovani 1st Lane,1-й переулок Симона Чиковани
სიმონ ჩიქოვანის ქუჩა,სიმონ ჩიქოვანის ქუჩა,Simon Chikovani Street,улица Симона Чиковани
სიმონ ჩიქოვანის ჩიხი,სიმონ ჩიქოვანის ჩიხი,Simon Chikovani Dead End,тупик Симона Чиковани
სიმონ ჯანაშიას ქუჩა,სიმონ ჯანაშიას ქუჩა,Simon Janashia Street,улица Симона Джанашиа
სიმონ ჯანაშიას ჩიხი,სიმონ ჯანაშიას ჩიხი,Simon Janashia Dead End,тупик Симона Джанашия
სინდის ქუჩა,სინდის ქუჩა,Sindi Street,улица Синди
სიონის I ჩიხი,სიონის I ჩიხი,Sioni 1st Dead End,1-й тупик Сиони
სიონის II ჩიხი,სიონის II ჩიხი,Sioni 2nd Dead End,2-й тупик Сиони
სიონის ქუჩა,სიონის ქუჩა,Sioni Street,улица Сиони
სიღნაღის ქუჩა,სიღნაღის ქუჩა,Sighnaghi Street,улица Сигнаги
სიხარულის I ჩიხი,სიხარულის I ჩიხი,Sikharuli 1st Dead End,1-й тупик Сихарули
სიხარულის ქუჩა,სიხარულის ქუჩა,Sikharuli Street,улица Сихарули
სკანდეს ქუჩა,სკანდეს ქუჩა,Skande Street,улица Cканде
სკვერის ქუჩა,სკვერის ქუჩა,Skveri Street,улица Сквери
სკოლას ქუჩა,სკოლას ქუჩა,Skola Street,улица Скола
სლავა მეტრეველის I შესახვევი,სლავა მეტრეველის I შესახვევი,Slava Metreveli 1st Lane,1-й переулок Славы Метревели
სლავა მეტრეველის I ჩიხი,სლავა მეტრეველის I ჩიხი,Slava Metreveli 1st Dead End,1-й тупик Славы Метревели
სლავა მეტრეველის II შესახვევი,სლავა მეტრეველის II შესახვევი,Slava Metreveli 2nd Lane,2-й переулок Славы Метревели
სლავა მეტრეველის ქუჩა,სლავა მეტრეველის ქუჩა,Slava Metreveli Street,улица Славы Метревели
სნოს ქუჩა,სნოს ქუჩა,Sno Street,улица Сно
სოგრატ გალუსტაშვილის ქუჩა,სოგრატ გალუსტაშვილის ქუჩა,Sograt Galustashvili Street,улица Сократа Галусташвили
სოგრატი ჭულუხაძის ქუჩა,სოგრატი ჭულუხაძის ქუჩა,Sograt Chulukhadze Street,улица Сограта Чулухадзе
სოგრატი ჭულუხაძის I ჩიხი,სოგრატი ჭულუხაძის I ჩიხი,Sograt Chulukhadze 1st Dead End,1-й тупик Сограта Чулухадзе
სოგრატი ჭულუხაძის II ჩიხი,სოგრატი ჭულუხაძის II ჩიხი,Sograt Chulukhadze 2nd Dead End,2-й тупик Сограта Чулухадзе
სოგრატი ჭულუხაძის III ჩიხი,სოგრატი ჭულუხაძის III ჩიხი,Sograt Chulukhadze 3rd Dead End,3-й тупик Сограта Чулухадзе
სოდაბუნების ქუჩა,სოდაბუნების ქუჩა,Sodabunebi Street,улица Содабунеби
სოკრატ არშბას ქუჩა,სოკრატ არშბას ქუჩა,Sokrat Arshba Street,улица Сократа Аршбы
სოლიკო ვირსალაძის ქუჩა,სოლიკო ვირსალაძის ქუჩა,Soliko Virsaladze Street,улица Солико Вирсаладзе
სოლიკო ხაბეიშვილის ქუჩა,სოლიკო ხაბეიშვილის ქუჩა,Soliko Khabeishvili Street,улица Солико Хабеишвили
სოლოლაკის ქედი,სოლოლაკის ქედი,Sololaki Gorge,овраг Сололаки
სოლოლაკის ხეივანი,სოლოლაკის ხეივანი,Sololaki Alley,аллея Сололаки
სოლომონ დოდაშვილის I ჩიხი,სოლომონ დოდაშვილის I ჩიხი,Solomon Dodashvili 1st Dead End,1-й тупик Соломона Додашвили
სოლომონ დოდაშვილის ქუჩა,სოლომონ დოდაშვილის ქუჩა,Solomon Dodashvili Street,улица Соломона Додашвили
სოლომონ ზალდასტანიშვილის ქუჩა,სოლომონ ზალდასტანიშვილის ქუჩა,Solomon Zaldastanishvili Street,улица Соломона Залдастанишвили
სოლომონ ქურდიანის I შესახვევი,სოლომონ ქურდიანის I შესახვევი,Solomon Kurdiani 1st Lane,1-й переулок Соломона Курдиани
სოლომონ ქურდიანის II შესახვევი,სოლომონ ქურდიანის II შესახვევი,Solomon Kurdiani 2nd Lane,2-й переулок Соломона Курдиани
სოლომონ ქურდიანის გასასვლელი,სოლომონ ქურდიანის გასასვლელი,Solomon Kurdiani Exit,съезд Соломона Курдиани
სოლომონ ქურდიანის ქუჩა,სოლომონ ქურდიანის ქუჩა,Solomon Kurdiani Street,улица Соломона Курдиани
სოლომონ ყუბანეიშვილის I ჩიხი,სოლომონ ყუბანეიშვილის I ჩიხი,Solomon Qubaneishvili 1st Dead End,1-й тупик Соломона Кубанеишвили
სოლომონ ყუბანეიშვილის II ჩიხი,სოლომონ ყუბანეიშვილის II ჩიხი,Solomon Qubaneishvili 2nd Dead End,2-й тупик Соломона Кубанеишвили
სოლომონ ყუბანეიშვილის ქუჩა,სოლომონ ყუბანეიშვილის ქუჩა,Solomon Qubaneishvili Street,улица Соломона Кубанеишвили
სოლომონ ჩოლოყაშვილის ქუჩა,სოლომონ ჩოლოყაშვილის ქუჩა,Solomon Choloqashvili Street,улица Соломона Чолокашвили
სომხეთის I გასასვლელი,სომხეთის I გასასვლელი,Somkheti 1st Exit,1-й съезд Сомхети
სომხეთის ქუჩა,სომხეთის ქუჩა,Somkheti Street,улица Сомхети
სოსელიას ქუჩა,სოსელიას ქუჩა,Soselia Street,улица Соселия
სოსო ღვინიაშვილის ქუჩა,სოსო ღვინიაშვილის ქუჩა,Soso Ghviniashvili Street,улица Сосо Гвинияшвили
სოფიკო ჭიაურელის I შესახვევი,სოფიკო ჭიაურელის I შესახვევი,Sopiko Chiaureli 1st Lane,1-й переулок Софико Чиаурели
სოფიკო ჭიაურელის ქუჩა,სოფიკო ჭიაურელის ქუჩა,Sophiko Chiaureli Street,улица Софико Чиаурели
სოფიო ყულოშვილის ქუჩა,სოფიო ყულოშვილის ქუჩა,Sopio Quloshvili Street,улица Сопио Кулошвили
სოფრომ მგალობლიშვილის ქუჩა,სოფრომ მგალობლიშვილის ქუჩა,Soprom Mgaloblishvili Street,улица Сопрома Мгалоблишвили
სოღანლუღის I ჩიხი,სოღანლუღის I ჩიხი,Soghanlughi 1st Dead End,1-й тупик Соганлуги
სოღანლუღის ქუჩა,სოღანლუღის ქუჩა,Soghanlughi Street,улица Соганлуги
სოღანლუღის შესახვევი,სოღანლუღის შესახვევი,Soghanlughi Lane,переулок Соганлуги
სოხუმის I შესახვევი,სოხუმის I შესახვევი,Sokhumi 1st Lane,1-й Сухумский переулок
სოხუმის I ჩიხი,სოხუმის I ჩიხი,Sokhumi 1st Dead End,1-й Сухумский тупик
სოხუმის II ჩიხი,სოხუმის II ჩიხი,Sokhumi 2nd Dead End,2-й Сухумский тупик
სოხუმის ქუჩა,სოხუმის ქუჩა,Sokhumi Street,Сухумская улица
სპარტაკ ბაღაშვილის I ჩიხი,სპარტაკ ბაღაშვილის I ჩიხი,Spartak Baghashvili 1st Dead End,1-й тупик Спартака Багашвили
სპარტაკ ბაღაშვილის II ჩიხი,სპარტაკ ბაღაშვილის II ჩიხი,Spartak Baghashvili 2nd Dead End,2-й тупик Спартака Багашвили
სპარტაკ ბაღაშვილის ქუჩა,სპარტაკ ბაღაშვილის ქუჩა,Spartak Baghashvili Street,улица Спартака Багашвили
სპარტაკის გასასვლელი,სპარტაკის გასასვლელი,Spartaki Exit,съезд Спартаки
სპარტაკის ქუჩა,სპარტაკის ქუჩა,Spartaki Street,улица Спартака
სპეციალისტების I შესახვევი,სპეციალისტების I შესახვევი,Spetsialistebi 1st Lane,1-й переулок Специалистеби
სპეციალისტების II შესახვევი,სპეციალისტების II შესახვევი,Spetsialistebi 2nd Lane,2-й переулок Специалистеби
სპეციალისტების III შესახვევი,სპეციალისტების III შესახვევი,Spetsialistebi 3rd Lane,3-й переулок Специалистеби
სპეციალისტების ქუჩა,სპეციალისტების ქუჩა,Spetsialistebi Street,улица Специалистеби
სპირიდონ ვირსალაძის I შესახვევი,სპირიდონ ვირსალაძის I შესახვევი,Spiridon Virsaladze 1st Lane,1-й переулок Спиридона Вирсаладзе
სპირიდონ ვირსალაძის ქუჩა,სპირიდონ ვირსალაძის ქუჩა,Spiridon Virsaladze Street,улица Спиридона Вирсаладзе
სპირიდონ კედიას I ჩიხი,სპირიდონ კედიას I ჩიხი,Spiridon Kedia 1st Dead End,1-й тупик Спиридона Кедия
სპირიდონ კედიას II ჩიხი,სპირიდონ კედიას II ჩიხი,Spiridon Kedia 2nd Dead End,2-й тупик Спиридона Кедия
სპირიდონ კედიას III ჩიხი,სპირიდონ კედიას III ჩიხი,Spiridon Kedia 3rd Dead End,3-й тупик Спиридона Кедия
სპირიდონ კედიას ქუჩა,სპირიდონ კედიას ქუჩა,Spiridon Kedia Street,улица Спиридона Кедиа
სპირიდონ ნორაკიძის I ჩიხი,სპირიდონ ნორაკიძის I ჩიხი,Spiridon Norakidze 1st Dead End,1-й тупик Спиридона Норакидзе
სპირიდონ ნორაკიძის II ჩიხი,სპირიდონ ნორაკიძის II ჩიხი,Spiridon Norakidze 2nd Dead End,2-й тупик Спиридона Норакидзе
სპირიდონ ნორაკიძის ქუჩა,სპირიდონ ნორაკიძის ქუჩა,Spiridon Norakidze Street,улица Спиридона Норакидзе
სპორტის ქუჩა,სპორტის ქუჩა,Sporti Street,улица Спорти
სპორტის ჩიხი,სპორტის ჩიხი,Sporti Dead End,тупик Спорти
სტალინის გამზირი,სტალინის გამზირი,Stalin Avenue,проспект Сталина
სტალინის ჩიხი,სტალინის ჩიხი,Stalin Dead End,тупик Сталина
სტამბას ჩიხი,სტამბას ჩიხი,Stamba Dead End,тупик Стамба
სტან სტორიმანსის ქუჩა,სტან სტორიმანსის ქუჩა,Stan Storimans Street,улица Стана Сториманса
სტეფანე ზუბალაშვილის ქუჩა,სტეფანე ზუბალაშვილის ქუჩა,Stefane Zubalashvili Street,улица Стефана Зубалашвили
სტეფანე ჭრელაშვილის ქუჩა,სტეფანე ჭრელაშვილის ქუჩა,Stepane Chrelashvili Street,улица Степане Чрелашвили
სტეფანე ჭრელაშვილის შესახვევი,სტეფანე ჭრელაშვილის შესახვევი,Stepane Chrelashvili Lane,переулок Степане Чрелашвили
სტრაბონის ქუჩა,სტრაბონის ქუჩა,Straboni Street,улица Страбони
სულეიმან დიასამიძის ქუჩა,სულეიმან დიასამიძის ქუჩა,Suleiman Diasamidze Street,улица Сулейманa Диасамидзе
სულეიმან დიასამიძის ჩიხი,სულეიმან დიასამიძის ჩიხი,Suleiman Diasamidze Dead End,тупик Сулеймана Диасамидзе
სულიკო თაღორაშვილის ქუჩა,სულიკო თაღორაშვილის ქუჩა,Suliko Tagorashvili Street,улица Сулико Тагорашвили
სულიკო თორთლაძის ქუჩა,სულიკო თორთლაძის ქუჩა,Suliko Tortladze Street,улица Сулико Тортладзе
სულიკო კოროშინაძის ქუჩა,სულიკო კოროშინაძის ქუჩა,Suliko Koroshinadze Street,улица Сулико Корошинадзе
სულიკო ჟღენტის I შესახვევი,სულიკო ჟღენტის I შესახვევი,Suliko Zhghenti 1st Lane,1-й переулок Сулико Жгенти
სულიკო ჟღენტის II შესახვევი,სულიკო ჟღენტის II შესახვევი,Suliko Zhghenti 2nd Lane,2-й переулок Сулико Жгенти
სულიკო ჟღენტის გასასვლელი,სულიკო ჟღენტის გასასვლელი,Suliko Zhghenti Exit,съезд Сулико Жгенти
სულიკო ჟღენტის ქუჩა,სულიკო ჟღენტის ქუჩა,Suliko Zhghenti Street,улица Сулико Жгенти
სულხან ნასიძის ქუჩა,სულხან ნასიძის ქუჩა,Sulkhan Nasidze Street,улица Сулхана Насидзе
სულხან ცინცაძის ქუჩა,სულხან ცინცაძის ქუჩა,Sulkhan Tsintsadze Street,улица Сулхана Цинцадзе
სულხან-საბა ორბელიანის I ჩიხი,სულხან-საბა ორბელიანის I ჩიხი,Sulkhan-Saba Orbeliani 1st Dead End,1-й тупик Сулхан-Саба Орбелиани
სულხან-საბა ორბელიანის II ჩიხი,სულხან-საბა ორბელიანის II ჩიხი,Sulkhan-Saba Orbeliani 2nd Dead End,2-й тупик Сулхан-Сабы Орбелиани
სულხან-საბა ორბელიანის III ჩიხი,სულხან-საბა ორბელიანის III ჩიხი,Sulkhan-Saba Orbeliani 3rd Dead End,3-й тупик Сулхан-Сабы Орбелиани
სულხან-საბა ორბელიანის ქუჩა,სულხან-საბა ორბელიანის ქუჩა,Sulkhan-Saba Orbeliani Street,улица Сулхан-Сабы Орбелиани
სულხან-საბას ქუჩა,სულხან-საბას ქუჩა,Sulkhan-Saba Street,улица Сулхан-Сабы
სუმგაითელი მეტალურგების ქუჩა,სუმგაითელი მეტალურგების ქუჩა,Sumgaiteli Metalurgebi Street,улица Сумгаители Металургеби
სურამის ქუჩა,სურამის ქუჩა,Surami Street,улица Сурами
სხალთას ქუჩა,სხალთას ქუჩა,Skhalta Street,улица Схалта
სხალთის I ჩიხი,სხალთის I ჩიხი,Skhalta 1st Dead End,1-й тупик Схалта
სხალთის II ჩიხი,სხალთის II ჩიხი,Skhalta 2nd Dead End,2-й тупик Схалта
სხარტალის ქუჩა,სხარტალის ქუჩა,Skhartali Street,улица Схартали
სხვიტორის ქუჩა,სხვიტორის ქუჩა,Skhvitori Street,улица Схвитори
სხვიტორის ხიდი,სხვიტორის ხიდი,Skhvitori Bridge,мост Схвитори
ტაბახმელას I ჩიხი,ტაბახმელას I ჩიხი,Tabakhmela 1st Dead End,1-й тупик Табахмела
ტაბახმელას ქუჩა,ტაბახმელას ქუჩა,Tabakhmela Street,улица Табахмела
ტალინის ქუჩა,ტალინის ქუჩა,Tallinn Street,улица Таллина
ტამიშის ქუჩა,ტამიშის ქუჩა,Tamishi Street,улица Тамиши
ტანძიის ქუჩა,ტანძიის ქუჩა,Tandzia Street,улица Тандзии
ტაოს ქუჩა,ტაოს ქუჩა,Tao Street,улица Тао
ტარას კვარაცხელიას I შესახვევი,ტარას კვარაცხელიას I შესახვევი,Taras Kvaratskhelia 1st Lane,1-й переулок Тараса Кварацхелия
ტარას კვარაცხელიას II შესახვევი,ტარას კვარაცხელიას II შესახვევი,Taras Kvaratskhelia 2nd Lane,2-й переулок Тараса Кварацхелия
ტარას კვარაცხელიას III შესახვევი,ტარას კვარაცხელიას III შესახვევი,Taras Kvaratskhelia 3rd Lane,3-й переулок Тараса Кварацхелия
ტარას კვარაცხელიას ქუჩა,ტარას კვარაცხელიას ქუჩა,Taras Kvaratskhelia Street,улица Тараса Кварацхелия
ტარას შევჩენკოს ქუჩა,ტარას შევჩენკოს ქუჩა,Taras Shevchenko Street,улица Тараса Шевченко
ტარიელ გვიმრაძის ქუჩა,ტარიელ გვიმრაძის ქუჩა,Tariel Gvimradze Street,улица Тариела Гвимрадзе
ტარიელ სვანიძის ქუჩა,ტარიელ სვანიძის ქუჩა,Tariel Svanidze Street,улица Тариеля Сванидзе
ტარიელ ფუტკარაძის ქუჩა,ტარიელ ფუტკარაძის ქუჩა,Tariel Putkaradze Street,улица Тариеля Путкарадзе
ტარიელის ქუჩა,ტარიელის ქუჩა,Tarieli Street,улица Тариели
ტარტის ქუჩა,ტარტის ქუჩა,Tartu Street,улица Тарту
ტარტუს ქუჩა,ტარტუს ქუჩა,Tartu Street,улица Тарту
ტატა (ტატიანა) თვალჭრელიძის ქუჩა,ტატა (ტატიანა) თვალჭრელიძის ქუჩა,Tata (Tatiana) Tvalchrelidze Street,улица Таты (Татьяны) Твалчрелидзе
ტაშირის ქუჩა,ტაშირის ქუჩა,Tashiri Street,улица Ташири
ტაშკენტის I შესახვევი,ტაშკენტის I შესახვევი,Tashkent 1st Lane,1-й переулок Ташкента
ტაშკენტის ქუჩა,ტაშკენტის ქუჩა,Tashkent Street,Ташкентская улица
ტაშკენტის შესახვევი,ტაშკენტის შესახვევი,Tashkent Lane,переулок Ташкента
ტაძარის ქუჩა,ტაძარის ქუჩა,Tadzari Street,улица Тадзари
ტაძრის I შესახვევი,ტაძრის I შესახვევი,Tadzri 1st Lane,1-й переулок Тадзри
ტაძრის ქუჩა,ტაძრის ქუჩა,Tadzri Street,улица Тадзри
ტბას ქუჩა,ტბას ქუჩა,Tba Street,улица Тба
ტბეთის ქუჩა,ტბეთის ქუჩა,Tbeti Street,улица Тбети
ტბეთის შესახვევი,ტბეთის შესახვევი,Tbeti Lane,переулок Тбети
ტბელ აბუსერისძის ქუჩა,ტბელ აბუსერისძის ქუჩა,Tbel Abuserisdze Street,улица Тбел Абусерисдзе
ტერენტი გრანელის ქუჩა,ტერენტი გრანელის ქუჩა,Terenti Graneli Street,улица Терентия Гранели
ტერენტი გრანელის შესახვევი,ტერენტი გრანელის შესახვევი,Terenti Graneli Lane,переулок Терентия Гранели
ტექსელის ქუჩა,ტექსელის ქუჩა,Tekseli Street,улица Тексели
ტეხურას ქუჩა,ტეხურას ქუჩა,Tekhura Steet,улица Техура
ტვიშის ქუჩა,ტვიშის ქუჩა,Tvishi Street,улица Твиши
ტიბაანის გასასვლელი,ტიბაანის გასასვლელი,Tibaani Exit,съезд Тибаани
ტიბაანის ქუჩა,ტიბაანის ქუჩა,Tibaani Street,улица Тибаани
ტიმოთე ბელოის ქუჩა,ტიმოთე ბელოის ქუჩა,Timote Belloi Street,улица Тимоте Беллой
ტიმოთე გაბაშვილის ქუჩა,ტიმოთე გაბაშვილის ქუჩა,Timote Gabashvili Street,улица Тимоте Габашвили
ტირიფების ქუჩა,ტირიფების ქუჩა,Tiripebi Street,улица Тирипеби
ტირიფონის ქუჩა,ტირიფონის ქუჩა,Tiriponi Street,улица Тирипони
ტიციან ტაბიძის I შესახვევი,ტიციან ტაბიძის I შესახვევი,Titsian Tabidze 1st Lane,1-й переулок Тициана Табидзе
ტიციან ტაბიძის II შესახვევი,ტიციან ტაბიძის II შესახვევი,Titsian Tabidze 2nd Lane,2-й переулок Тициана Табидзе
ტიციან ტაბიძის ქუჩა,ტიციან ტაბიძის ქუჩა,Titsian Tabidze Street,улица Тициана Табидзе
ტოგო გუდავას ქუჩა,ტოგო გუდავას ქუჩა,Togo Gudava Street,улица Того Гудава
ტრიფონ გამსახურდიას ქუჩა,ტრიფონ გამსახურდიას ქუჩა,Tripon Gamsakhurdia Street,улица Трифона Гамсахурдиа
ტყავის I ჩიხი,ტყავის I ჩიხი,Tqavi 1st Dead End,1-й тупик Ткави
ტყეკულტურის I შესახვევი,ტყეკულტურის I შესახვევი,Tqekulturi 1st Lane,1-й переулок Ткекултури
ტყეკულტურის IV შესახვევი,ტყეკულტურის IV შესახვევი,Tqekulturi 4th Lane,4-й переулок Ткекултури
ტყვარჩელის ქუჩა,ტყვარჩელის ქუჩა,Tqvarcheli Street,улица Ткварчели
ტყვიავის ქუჩა,ტყვიავის ქუჩა,Tqviavi Street,улица Tквиави
ტყიბულის ქუჩა,ტყიბულის ქუჩა,Tqibuli Street,улица Ткибули
უდაბნოს მონასტერის ქუჩა,უდაბნოს მონასტრეს ქუჩა,Udabno Monasteri Street,улица Удабно Монастери
უდაბნოს მონასტრის I შესახვევი,უდაბნოს მონასტრის I შესახვევი,Udabno Monasteri 1st Lane,1-й переулок Удабно Монастери
უდაბნოს მონასტრის II შესახვევი,უდაბნოს მონასტრის II შესახვევი,Udabno Monasteri 2nd Lane,2-й переулок Удабно Монастери
უდაბნოს მონასტრის III შესახვევი,უდაბნოს მონასტრის III შესახვევი,Udabno Monasteri 3rd Lane,3-й переулок Удабно Монастери
უდაბნოს მონასტრის ქუჩა,უდაბნოს მონასტრის ქუჩა,Udabno Monasteri Street,улица Удабно Монастери
უიარაღოს I გასასვლელი,უიარაღოს I გასასვლელი,Uiaragho 1st Exit,1-й съезд Уиараго
უიარაღოს II გასასვლელი,უიარაღოს II გასასვლელი,Uiaragho 2nd Exit,2-й съезд Уиараго
უიარაღოს ქუჩა,უიარაღოს ქუჩა,Uiaragho Street,улица Уиараго
უნივერსიტეტის ქუჩა,უნივერსიტეტის ქუჩა,Universiteti Street,Университетская улица
ურბნისის ქუჩა,ურბნისის ქუჩა,Urbnisi Street,улица Урбниси
ურეკის ქუჩა,ურეკის ქუჩა,Ureki Street,улица Уреки
ურეკის ჩიხი,ურეკის ჩიხი,Ureki Dead End,тупик Уреки
